StudyMode,Session,SessionDate,SessionBarOrdinal,Bar,ChartTimeFrame,Italy,London,UTC,NewYork,Open,High,Low,Close,CandleVolume,BidVolume,AskVolume,Delta,DeltaImbalance,MaxBidAtPrice,MaxAskAtPrice,CumulativeTradeCount,CumulativeBuyVolume,CumulativeSellVolume,CumulativeDelta,MaxCumulativeBuy,MaxCumulativeSell,CumulativeTradeCoverage,PriceChange,CloseLocation,EffortResult,PriorProfileBars,PriorPOC,PriorVAH,PriorVAL,PriorProfileRelation,DevelopingPOC,DevelopingVAH,DevelopingVAL,DevelopingProfileRelation,Prior6Range,Prior6Efficiency,Prior12Range,Prior12Efficiency,RangeToPrior12Median,OverlapWithPrevious,RollingProfileBars,RollingPOC,RollingVAH,RollingVAL,PriorSessionLvnBelow,PriorSessionLvnBelowVolumePercentile,PriorSessionLvnAbove,PriorSessionLvnAboveVolumePercentile,PriorRollingLvnBelow,PriorRollingLvnBelowVolumePercentile,PriorRollingLvnAbove,PriorRollingLvnAboveVolumePercentile,FlowSource,OperationalEntry,OrderSubmitted
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,11,118,M5,2026-07-02 09:54:59,2026-07-02 08:54:59,2026-07-02 07:54:59,2026-07-02 03:54:59,29931.25,29942.25,29905.25,29910.0,738.0,392.0,346.0,-46.0,-0.062331,25.0,95.0,331,346.0,392.0,-46.0,87.0,25.0,AVAILABLE,-21.25,0.1284,SELL_WITH_RESULT,10,29884.5,29903.25,29831.0,ABOVE_VAH,29884.5,29909.25,29826.5,ABOVE_VAH,118.0,0.9002,118.25,0.0663,1.0172,0.5541,10,29884.5,29903.25,29831.0,29909.75,0.2495,29910.5,0.1924,29909.75,0.2495,29910.5,0.1924,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,12,119,M5,2026-07-02 09:59:59,2026-07-02 08:59:59,2026-07-02 07:59:59,2026-07-02 03:59:59,29906.5,29909.75,29884.5,29891.25,485.0,240.0,245.0,5.0,0.010309,17.0,21.0,273,245.0,240.0,5.0,12.0,12.0,AVAILABLE,-15.25,0.2673,BUY_ABSORBED,11,29884.5,29909.25,29826.5,INSIDE_VALUE,29884.5,29907.5,29826.5,INSIDE_VALUE,118.0,0.5144,118.25,0.0502,0.6824,0.1782,11,29884.5,29909.25,29826.5,29891.0,0.3277,29891.75,0.3848,29891.0,0.3277,29891.75,0.3848,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,13,120,M5,2026-07-02 10:04:56,2026-07-02 09:04:56,2026-07-02 08:04:56,2026-07-02 04:04:56,29893.5,29910.5,29865.25,29905.25,1048.0,464.0,584.0,120.0,0.114504,15.0,32.0,532,584.0,464.0,120.0,30.0,16.0,AVAILABLE,11.75,0.884,BUY_WITH_RESULT,12,29884.5,29907.5,29826.5,INSIDE_VALUE,29884.5,29932.5,29858.5,INSIDE_VALUE,85.75,0.2074,118.25,0.1235,1.244,0.558,12,29884.5,29907.5,29826.5,29904.75,0.0275,29905.75,0.0423,29904.75,0.0275,29905.75,0.0423,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,14,121,M5,2026-07-02 10:09:59,2026-07-02 09:09:59,2026-07-02 08:09:59,2026-07-02 04:09:59,29905.25,29927.0,29861.0,29877.25,894.0,430.0,464.0,34.0,0.038031,17.0,11.0,477,464.0,430.0,34.0,20.0,15.0,AVAILABLE,-28.0,0.2462,BUY_ABSORBED,13,29884.5,29932.5,29858.5,INSIDE_VALUE,29884.5,29930.5,29858.5,INSIDE_VALUE,79.25,0.1645,118.25,0.0389,1.8144,0.6856,12,29884.5,29920.0,29844.25,29876.25,0.37,29877.5,0.3256,29876.25,0.4524,29877.5,0.3932,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,15,122,M5,2026-07-02 10:14:59,2026-07-02 09:14:59,2026-07-02 08:14:59,2026-07-02 04:14:59,29878.5,29880.0,29827.25,29841.0,760.0,410.0,350.0,-60.0,-0.078947,20.0,13.0,387,350.0,410.0,-60.0,12.0,15.0,AVAILABLE,-37.5,0.2607,SELL_WITH_RESULT,14,29884.5,29930.5,29858.5,BELOW_VAL,29884.5,29932.75,29857.5,BELOW_VAL,83.5,0.1317,118.25,0.0223,1.3482,0.3602,12,29884.5,29906.5,29837.25,29840.75,0.6047,29841.25,0.5243,29840.75,0.74,29841.25,0.6533,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,16,123,M5,2026-07-02 10:19:58,2026-07-02 09:19:58,2026-07-02 08:19:58,2026-07-02 04:19:58,29844.25,29891.0,29839.25,29889.5,745.0,293.0,452.0,159.0,0.213423,10.0,23.0,373,452.0,293.0,159.0,25.0,15.0,AVAILABLE,45.25,0.971,BUY_WITH_RESULT,15,29884.5,29932.75,29857.5,INSIDE_VALUE,29884.5,29932.0,29857.5,INSIDE_VALUE,117.25,0.7791,118.25,0.0185,1.3227,0.7874,12,29884.5,29906.5,29834.75,29889.25,0.3467,29889.75,0.3192,29889.25,0.2939,29889.75,0.2939,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,17,124,M5,2026-07-02 10:24:58,2026-07-02 09:24:58,2026-07-02 08:24:58,2026-07-02 04:24:58,29889.5,29917.25,29881.25,29910.0,459.0,231.0,228.0,-3.0,-0.006536,8.0,12.0,250,228.0,231.0,-3.0,11.0,20.0,AVAILABLE,20.5,0.7986,SELL_ABSORBED,16,29884.5,29932.0,29857.5,INSIDE_VALUE,29884.5,29931.0,29857.5,INSIDE_VALUE,115.0,0.2504,118.0,0.1674,0.9201,0.2708,12,29884.5,29906.5,29834.0,29909.75,0.2727,29910.5,0.2199,29909.5,0.1468,29910.5,0.283,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,18,125,M5,2026-07-02 10:29:59,2026-07-02 09:29:59,2026-07-02 08:29:59,2026-07-02 04:29:59,29909.5,29941.75,29908.0,29926.25,570.0,261.0,309.0,48.0,0.084211,18.0,15.0,273,309.0,261.0,48.0,15.0,20.0,AVAILABLE,16.75,0.5407,BUY_WITH_RESULT,17,29884.5,29931.0,29857.5,INSIDE_VALUE,29930.0,29939.5,29864.75,INSIDE_VALUE,99.75,0.0215,118.0,0.2174,0.8626,0.2741,12,29884.5,29920.0,29856.75,29925.5,0.2495,29927.0,0.5835,29925.5,0.4383,29926.75,0.6745,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,19,126,M5,2026-07-02 10:34:59,2026-07-02 09:34:59,2026-07-02 08:34:59,2026-07-02 04:34:59,29924.5,29991.0,29916.25,29989.0,1615.0,693.0,922.0,229.0,0.141796,67.0,28.0,672,922.0,693.0,229.0,108.0,54.0,AVAILABLE,64.5,0.9732,BUY_WITH_RESULT,18,29930.0,29939.5,29864.75,ABOVE_VAH,29930.0,29941.5,29857.5,ABOVE_VAH,114.5,0.2031,117.25,0.2112,2.0479,0.3411,12,29884.5,29923.5,29859.5,29943.75,0.0127,,,29943.75,0.1,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,20,127,M5,2026-07-02 10:39:59,2026-07-02 09:39:59,2026-07-02 08:39:59,2026-07-02 04:39:59,29987.5,30014.5,29984.25,29999.5,1020.0,485.0,535.0,50.0,0.04902,66.0,36.0,508,535.0,485.0,50.0,18.0,27.0,AVAILABLE,12.0,0.5041,BUY_WITH_RESULT,19,29930.0,29941.5,29857.5,ABOVE_VAH,29930.0,29943.5,29850.75,ABOVE_VAH,163.75,0.3946,163.75,0.3135,0.7356,0.2231,12,29930.0,29944.0,29872.75,29990.75,0.0331,,,29990.75,0.0548,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,21,128,M5,2026-07-02 10:44:59,2026-07-02 09:44:59,2026-07-02 08:44:59,2026-07-02 04:44:59,29997.5,29999.5,29976.5,29980.75,554.0,271.0,283.0,12.0,0.021661,10.0,13.0,274,283.0,271.0,12.0,10.0,11.0,AVAILABLE,-16.75,0.1848,BUY_ABSORBED,20,29930.0,29943.5,29850.75,ABOVE_VAH,29930.0,29943.5,29847.75,ABOVE_VAH,187.25,0.6173,187.25,0.3171,0.5593,0.663,12,29930.0,29944.5,29850.0,29980.25,0.1183,29981.5,0.3095,29980.25,0.2006,29981.5,0.5203,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,22,129,M5,2026-07-02 10:49:57,2026-07-02 09:49:57,2026-07-02 08:49:57,2026-07-02 04:49:57,29982.0,30001.75,29970.25,30000.25,516.0,243.0,273.0,30.0,0.05814,15.0,8.0,248,273.0,243.0,30.0,20.0,24.0,AVAILABLE,18.25,0.9524,BUY_WITH_RESULT,21,29930.0,29943.5,29847.75,ABOVE_VAH,29930.0,29943.5,29845.5,ABOVE_VAH,175.25,0.7845,187.25,0.1349,0.863,0.7302,12,29913.0,29953.5,29827.25,29999.75,0.3675,30000.5,0.1913,29999.75,0.6769,30000.5,0.3635,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,23,130,M5,2026-07-02 10:54:59,2026-07-02 09:54:59,2026-07-02 08:54:59,2026-07-02 04:54:59,30001.75,30027.0,29997.0,30011.25,798.0,397.0,401.0,4.0,0.005013,15.0,14.0,393,401.0,397.0,4.0,13.0,20.0,AVAILABLE,9.5,0.475,BUY_WITH_RESULT,22,29930.0,29943.5,29845.5,ABOVE_VAH,29930.0,29943.5,29842.0,ABOVE_VAH,133.25,0.747,187.25,0.219,0.8219,0.1583,12,29913.0,29967.25,29827.25,30010.75,0.0851,30012.5,0.0392,30010.75,0.1892,30012.5,0.0848,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,24,131,M5,2026-07-02 10:59:59,2026-07-02 09:59:59,2026-07-02 08:59:59,2026-07-02 04:59:59,30010.25,30038.25,30006.25,30033.0,751.0,331.0,420.0,89.0,0.118509,14.0,16.0,366,420.0,331.0,89.0,37.0,47.0,AVAILABLE,22.75,0.8359,BUY_WITH_RESULT,23,29930.0,29943.5,29842.0,ABOVE_VAH,29930.0,29943.5,29839.0,ABOVE_VAH,119.0,0.7307,199.75,0.3477,0.9176,0.6484,12,29990.0,30014.5,29888.75,30026.75,0.0202,,,30026.75,0.0457,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,25,132,M5,2026-07-02 11:04:59,2026-07-02 10:04:59,2026-07-02 09:04:59,2026-07-02 05:04:59,30032.75,30033.5,29988.5,29988.75,768.0,439.0,329.0,-110.0,-0.143229,13.0,60.0,339,329.0,439.0,-110.0,40.0,45.0,AVAILABLE,-44.0,0.0056,SELL_WITH_RESULT,24,29930.0,29943.5,29839.0,ABOVE_VAH,29930.0,29943.5,29835.25,ABOVE_VAH,122.0,0.7432,211.0,0.4566,1.2903,0.6056,12,29990.0,30025.25,29890.25,29988.5,0.3835,29989.0,0.4277,29988.5,0.7525,29989.0,0.814,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,26,133,M5,2026-07-02 11:09:59,2026-07-02 10:09:59,2026-07-02 09:09:59,2026-07-02 05:09:59,29989.5,29992.0,29961.0,29968.0,573.0,320.0,253.0,-67.0,-0.116928,31.0,10.0,324,253.0,320.0,-67.0,10.0,19.0,AVAILABLE,-21.5,0.2258,SELL_WITH_RESULT,25,29930.0,29943.5,29835.25,ABOVE_VAH,29930.0,29943.5,29829.0,ABOVE_VAH,68.0,0.0098,211.0,0.247,0.8889,0.1129,12,29990.0,30036.0,29916.75,29967.75,0.2091,29968.25,0.2772,29967.75,0.5859,29968.25,0.691,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,27,134,M5,2026-07-02 11:14:52,2026-07-02 10:14:52,2026-07-02 09:14:52,2026-07-02 05:14:52,29969.5,29988.75,29967.0,29984.0,511.0,211.0,300.0,89.0,0.174168,11.0,14.0,224,300.0,211.0,89.0,40.0,10.0,AVAILABLE,14.5,0.7816,BUY_WITH_RESULT,26,29930.0,29943.5,29829.0,ABOVE_VAH,29930.0,29958.75,29826.25,ABOVE_VAH,77.25,0.2201,211.0,0.2696,0.6616,1.0,12,29990.0,30036.0,29942.25,29983.75,0.369,29984.5,0.3964,29983.75,0.8055,29984.5,0.8281,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,28,135,M5,2026-07-02 11:19:59,2026-07-02 10:19:59,2026-07-02 09:19:59,2026-07-02 05:19:59,29984.5,29985.0,29962.25,29962.25,354.0,184.0,170.0,-14.0,-0.039548,9.0,17.0,219,170.0,184.0,-14.0,9.0,5.0,AVAILABLE,-22.25,0.0,SELL_WITH_RESULT,27,29930.0,29958.75,29826.25,ABOVE_VAH,29930.0,29963.5,29826.25,INSIDE_VALUE,77.25,0.0152,199.0,0.4548,0.7165,0.7912,12,29981.25,30026.25,29959.75,29961.5,0.156,29963.25,0.1321,29961.5,0.5663,29963.25,0.518,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,29,136,M5,2026-07-02 11:24:57,2026-07-02 10:24:57,2026-07-02 09:24:57,2026-07-02 05:24:57,29961.75,29983.25,29953.25,29956.25,609.0,306.0,303.0,-3.0,-0.004926,25.0,16.0,252,303.0,306.0,-3.0,26.0,33.0,AVAILABLE,-5.5,0.1,SELL_WITH_RESULT,28,29930.0,29963.5,29826.25,INSIDE_VALUE,29930.0,29966.5,29826.25,INSIDE_VALUE,77.25,0.2948,157.0,0.2564,0.96,0.7,12,29981.25,30014.5,29960.0,29956.0,0.0583,29956.5,0.0738,29956.0,0.2662,29956.5,0.3174,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,30,137,M5,2026-07-02 11:29:55,2026-07-02 10:29:55,2026-07-02 09:29:55,2026-07-02 05:29:55,29956.5,29987.25,29943.5,29983.25,742.0,322.0,420.0,98.0,0.132075,10.0,22.0,287,420.0,322.0,98.0,56.0,33.0,AVAILABLE,26.75,0.9086,BUY_WITH_RESULT,29,29930.0,29966.5,29826.25,ABOVE_VAH,29930.0,29966.75,29826.25,ABOVE_VAH,85.0,0.4106,130.25,0.1733,1.4286,0.6857,12,29981.25,30012.75,29964.5,29982.5,0.6202,29983.75,0.644,29982.5,0.8381,29983.75,0.8545,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,31,138,M5,2026-07-02 11:34:57,2026-07-02 10:34:57,2026-07-02 09:34:57,2026-07-02 05:34:57,29982.5,30011.5,29978.0,29994.75,984.0,544.0,440.0,-104.0,-0.105691,21.0,23.0,408,440.0,544.0,-104.0,23.0,55.0,AVAILABLE,12.25,0.5,SELL_ABSORBED,30,29930.0,29966.75,29826.25,ABOVE_VAH,29981.25,30036.0,29884.5,INSIDE_VALUE,90.0,0.3653,122.0,0.2085,1.0939,0.2761,12,29981.25,30010.75,29964.5,29994.0,0.281,29995.25,0.2574,29994.0,0.5034,29995.25,0.4715,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,32,139,M5,2026-07-02 11:39:49,2026-07-02 10:39:49,2026-07-02 09:39:49,2026-07-02 05:39:49,29994.75,30015.0,29988.0,30005.75,459.0,230.0,229.0,-1.0,-0.002179,25.0,13.0,207,229.0,230.0,-1.0,40.0,55.0,AVAILABLE,11.0,0.6574,SELL_ABSORBED,31,29981.25,30036.0,29884.5,INSIDE_VALUE,29981.25,30036.0,29885.5,INSIDE_VALUE,68.0,0.0506,94.75,0.0315,0.8816,0.8704,12,30000.0,30014.5,29972.5,30004.75,0.4604,30006.0,0.5041,30004.75,0.6463,30006.0,0.6888,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,33,140,M5,2026-07-02 11:44:57,2026-07-02 10:44:57,2026-07-02 09:44:57,2026-07-02 05:44:57,30003.75,30010.75,29995.0,29998.75,333.0,154.0,179.0,25.0,0.075075,12.0,20.0,159,179.0,154.0,25.0,40.0,20.0,AVAILABLE,-5.0,0.2381,BUY_ABSORBED,32,29981.25,30036.0,29885.5,INSIDE_VALUE,29981.25,30036.0,29886.0,INSIDE_VALUE,71.5,0.3951,94.75,0.0363,0.5164,1.0,12,29980.0,30008.5,29964.5,29998.25,0.6068,29999.0,0.771,29998.25,0.6144,29999.25,0.8644,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-02,34,141,M5,2026-07-02 11:49:52,2026-07-02 10:49:52,2026-07-02 09:49:52,2026-07-02 05:49:52,29998.25,29998.25,29965.75,29990.0,442.0,243.0,199.0,-44.0,-0.099548,10.0,9.0,199,199.0,243.0,-44.0,40.0,62.0,AVAILABLE,-8.25,0.7462,SELL_WITH_RESULT,33,29981.25,30036.0,29886.0,INSIDE_VALUE,29981.25,30036.0,29887.0,INSIDE_VALUE,71.5,0.1681,94.75,0.0775,1.0656,0.1,12,30005.25,30014.5,29970.5,29989.5,0.3589,29990.5,0.5313,29989.75,0.1303,29990.25,0.4122,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
