StudyMode,Session,SessionDate,SessionBarOrdinal,Bar,ChartTimeFrame,Italy,London,UTC,NewYork,Open,High,Low,Close,CandleVolume,BidVolume,AskVolume,Delta,DeltaImbalance,MaxBidAtPrice,MaxAskAtPrice,CumulativeTradeCount,CumulativeBuyVolume,CumulativeSellVolume,CumulativeDelta,MaxCumulativeBuy,MaxCumulativeSell,CumulativeTradeCoverage,PriceChange,CloseLocation,EffortResult,PriorProfileBars,PriorPOC,PriorVAH,PriorVAL,PriorProfileRelation,DevelopingPOC,DevelopingVAH,DevelopingVAL,DevelopingProfileRelation,Prior6Range,Prior6Efficiency,Prior12Range,Prior12Efficiency,RangeToPrior12Median,OverlapWithPrevious,RollingProfileBars,RollingPOC,RollingVAH,RollingVAL,PriorSessionLvnBelow,PriorSessionLvnBelowVolumePercentile,PriorSessionLvnAbove,PriorSessionLvnAboveVolumePercentile,PriorRollingLvnBelow,PriorRollingLvnBelowVolumePercentile,PriorRollingLvnAbove,PriorRollingLvnAboveVolumePercentile,FlowSource,OperationalEntry,OrderSubmitted
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,3,386,M5,2026-07-03 09:14:59,2026-07-03 08:14:59,2026-07-03 07:14:59,2026-07-03 03:14:59,29850.0,29853.25,29825.75,29836.75,367.0,223.0,144.0,-79.0,-0.215259,23.0,12.0,200,144.0,223.0,-79.0,8.0,17.0,AVAILABLE,-13.25,0.4,SELL_WITH_RESULT,2,29845.25,29851.25,29837.25,BELOW_VAL,29851.25,29852.0,29835.0,INSIDE_VALUE,25.0,1.0,25.0,1.0,1.358,0.8727,2,29845.25,29851.25,29837.25,29836.25,0.7083,29837.0,0.1042,29836.25,0.7083,29837.0,0.1042,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,4,387,M5,2026-07-03 09:19:56,2026-07-03 08:19:56,2026-07-03 07:19:56,2026-07-03 03:19:56,29835.75,29848.0,29834.25,29844.75,262.0,125.0,137.0,12.0,0.045802,12.0,12.0,150,137.0,125.0,12.0,6.0,6.0,AVAILABLE,9.0,0.7636,BUY_WITH_RESULT,3,29851.25,29852.0,29835.0,INSIDE_VALUE,29851.25,29852.0,29835.75,INSIDE_VALUE,28.5,0.2877,28.5,0.2877,0.55,1.0,3,29851.25,29852.0,29835.0,29844.5,0.4455,29845.5,0.4455,29844.5,0.4455,29845.5,0.4455,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,5,388,M5,2026-07-03 09:24:59,2026-07-03 08:24:59,2026-07-03 07:24:59,2026-07-03 03:24:59,29845.0,29860.0,29841.5,29857.75,427.0,204.0,223.0,19.0,0.044496,15.0,10.0,193,223.0,204.0,19.0,25.0,21.0,AVAILABLE,12.75,0.8784,BUY_WITH_RESULT,4,29851.25,29852.0,29835.75,ABOVE_VAH,29851.25,29852.75,29835.5,ABOVE_VAH,28.5,0.1048,28.5,0.1048,0.9136,0.3514,4,29851.25,29852.0,29835.75,29853.0,0.036,,,29853.0,0.036,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,6,389,M5,2026-07-03 09:29:58,2026-07-03 08:29:58,2026-07-03 07:29:58,2026-07-03 03:29:58,29857.0,29867.5,29855.5,29860.0,369.0,201.0,168.0,-33.0,-0.089431,25.0,12.0,174,168.0,201.0,-33.0,23.0,15.0,AVAILABLE,3.0,0.375,SELL_ABSORBED,5,29851.25,29852.75,29835.5,ABOVE_VAH,29851.25,29854.0,29832.25,ABOVE_VAH,34.25,0.4013,34.25,0.4013,0.6486,0.375,5,29851.25,29852.75,29835.5,29859.5,0.0511,,,29859.5,0.0511,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,7,390,M5,2026-07-03 09:34:56,2026-07-03 08:34:56,2026-07-03 07:34:56,2026-07-03 03:34:56,29860.25,29865.5,29844.0,29852.0,340.0,172.0,168.0,-4.0,-0.011765,8.0,10.0,207,168.0,172.0,-4.0,6.0,9.0,AVAILABLE,-8.25,0.3721,SELL_WITH_RESULT,6,29851.25,29854.0,29832.25,INSIDE_VALUE,29850.0,29856.5,29833.75,INSIDE_VALUE,41.75,0.4337,41.75,0.4337,1.2647,0.4651,6,29851.25,29854.0,29832.25,29851.75,0.3614,29852.5,0.5,29851.75,0.3614,29852.5,0.5,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,8,391,M5,2026-07-03 09:39:58,2026-07-03 08:39:58,2026-07-03 07:39:58,2026-07-03 03:39:58,29850.5,29869.0,29848.0,29853.25,263.0,139.0,124.0,-15.0,-0.057034,17.0,11.0,140,124.0,139.0,-15.0,21.0,15.0,AVAILABLE,2.75,0.25,SELL_ABSORBED,7,29850.0,29856.5,29833.75,INSIDE_VALUE,29861.0,29865.5,29841.5,INSIDE_VALUE,41.75,0.1684,41.75,0.202,1.1351,0.8333,7,29850.0,29856.5,29833.75,29853.0,0.6807,29853.5,0.6386,29853.0,0.6807,29853.5,0.6386,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,9,392,M5,2026-07-03 09:44:58,2026-07-03 08:44:58,2026-07-03 07:44:58,2026-07-03 03:44:58,29852.75,29854.5,29836.75,29837.5,324.0,178.0,146.0,-32.0,-0.098765,12.0,35.0,174,146.0,178.0,-32.0,29.0,10.0,AVAILABLE,-15.25,0.0423,SELL_WITH_RESULT,8,29861.0,29865.5,29841.5,BELOW_VAL,29845.25,29856.5,29833.0,INSIDE_VALUE,43.25,0.071,43.25,0.2217,0.8987,0.3662,8,29861.0,29865.5,29841.5,29837.0,0.1965,29838.25,0.5145,29837.0,0.1965,29838.25,0.5145,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,10,393,M5,2026-07-03 09:49:53,2026-07-03 08:49:53,2026-07-03 07:49:53,2026-07-03 03:49:53,29837.75,29855.25,29835.5,29853.25,233.0,124.0,109.0,-15.0,-0.064378,23.0,8.0,143,109.0,124.0,-15.0,9.0,23.0,AVAILABLE,15.5,0.8987,SELL_ABSORBED,9,29845.25,29856.5,29833.0,INSIDE_VALUE,29838.25,29856.5,29834.25,INSIDE_VALUE,34.75,0.0355,43.25,0.0677,1.0676,0.8987,9,29845.25,29856.5,29833.0,29853.0,0.5665,29853.5,0.5665,29853.0,0.5665,29853.5,0.5665,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,11,394,M5,2026-07-03 09:54:53,2026-07-03 08:54:53,2026-07-03 07:54:53,2026-07-03 03:54:53,29855.0,29856.25,29848.75,29852.75,154.0,90.0,64.0,-26.0,-0.168831,13.0,8.0,70,64.0,90.0,-26.0,7.0,16.0,AVAILABLE,-2.25,0.5333,SELL_WITH_RESULT,10,29838.25,29856.5,29834.25,INSIDE_VALUE,29852.0,29856.5,29834.75,INSIDE_VALUE,33.5,0.148,43.25,0.1368,0.3922,0.8667,10,29838.25,29856.5,29834.25,29851.75,0.6763,29853.5,0.7399,29851.75,0.6763,29853.5,0.7399,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,12,395,M5,2026-07-03 09:59:29,2026-07-03 08:59:29,2026-07-03 07:59:29,2026-07-03 03:59:29,29853.75,29858.75,29843.75,29846.0,114.0,68.0,46.0,-22.0,-0.192982,4.0,4.0,73,46.0,68.0,-22.0,6.0,5.0,AVAILABLE,-7.75,0.15,SELL_WITH_RESULT,11,29852.0,29856.5,29834.75,INSIDE_VALUE,29852.0,29856.5,29835.0,INSIDE_VALUE,33.5,0.096,43.25,0.1299,0.8108,0.5,11,29852.0,29856.5,29834.75,29844.75,0.578,29846.75,0.4624,29844.75,0.578,29846.75,0.4624,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,13,396,M5,2026-07-03 10:04:59,2026-07-03 09:04:59,2026-07-03 08:04:59,2026-07-03 04:04:59,29845.25,29845.75,29832.75,29844.0,330.0,163.0,167.0,4.0,0.012121,9.0,29.0,183,167.0,163.0,4.0,16.0,11.0,AVAILABLE,-1.25,0.8654,BUY_ABSORBED,12,29852.0,29856.5,29835.0,INSIDE_VALUE,29837.5,29856.25,29835.75,INSIDE_VALUE,33.5,0.2953,43.25,0.0447,0.7172,0.1538,12,29852.0,29856.5,29835.0,29843.75,0.3757,29844.75,0.5607,29843.75,0.3757,29844.75,0.5607,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,14,397,M5,2026-07-03 10:09:59,2026-07-03 09:09:59,2026-07-03 08:09:59,2026-07-03 04:09:59,29846.25,29861.0,29832.75,29838.5,259.0,153.0,106.0,-47.0,-0.181467,7.0,6.0,136,106.0,153.0,-47.0,16.0,14.0,AVAILABLE,-7.75,0.2035,SELL_WITH_RESULT,13,29837.5,29856.25,29835.75,INSIDE_VALUE,29837.5,29856.25,29835.75,INSIDE_VALUE,36.25,0.1494,43.25,0.0,1.5586,0.4602,12,29837.5,29854.75,29832.75,29838.0,0.8497,29838.75,0.7225,29838.0,0.8844,29838.75,0.7688,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,15,398,M5,2026-07-03 10:14:53,2026-07-03 09:14:53,2026-07-03 08:14:53,2026-07-03 04:14:53,29838.0,29845.0,29833.75,29840.75,153.0,71.0,82.0,11.0,0.071895,10.0,9.0,77,82.0,71.0,11.0,8.0,19.0,AVAILABLE,2.75,0.6222,BUY_WITH_RESULT,14,29837.5,29856.25,29835.75,INSIDE_VALUE,29837.5,29855.0,29835.0,INSIDE_VALUE,28.25,0.3115,43.25,0.125,0.6207,1.0,12,29838.25,29856.5,29834.5,29840.5,0.5723,29841.25,0.4393,29840.5,0.6763,29841.5,0.3873,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,16,399,M5,2026-07-03 10:19:54,2026-07-03 09:19:54,2026-07-03 08:19:54,2026-07-03 04:19:54,29838.5,29852.75,29836.75,29852.0,165.0,80.0,85.0,5.0,0.030303,7.0,5.0,107,85.0,80.0,5.0,7.0,11.0,AVAILABLE,13.5,0.9531,BUY_WITH_RESULT,15,29837.5,29855.0,29835.0,INSIDE_VALUE,29837.5,29854.75,29835.0,INSIDE_VALUE,28.25,0.0923,36.25,0.061,0.9771,0.5156,12,29838.25,29856.25,29836.5,29851.5,0.659,29852.75,0.8613,29851.25,0.5068,29852.5,0.8973,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,17,400,M5,2026-07-03 10:24:46,2026-07-03 09:24:46,2026-07-03 08:24:46,2026-07-03 04:24:46,29849.5,29854.25,29836.5,29845.5,193.0,96.0,97.0,1.0,0.005181,6.0,6.0,113,97.0,96.0,1.0,10.0,5.0,AVAILABLE,-4.0,0.507,BUY_ABSORBED,16,29837.5,29854.75,29835.0,INSIDE_VALUE,29837.5,29855.75,29836.5,INSIDE_VALUE,28.25,0.1,36.25,0.0833,1.0519,0.9014,12,29837.5,29856.25,29836.5,29844.75,0.4913,29846.0,0.5145,29844.75,0.2534,29846.0,0.363,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,18,401,M5,2026-07-03 10:29:59,2026-07-03 09:29:59,2026-07-03 08:29:59,2026-07-03 04:29:59,29845.75,29853.25,29837.5,29846.0,289.0,147.0,142.0,-5.0,-0.017301,23.0,16.0,146,142.0,147.0,-5.0,14.0,11.0,AVAILABLE,0.25,0.5397,SELL_ABSORBED,17,29837.5,29855.75,29836.5,INSIDE_VALUE,29840.0,29855.0,29836.5,INSIDE_VALUE,28.25,0.234,36.25,0.1465,0.9333,1.0,12,29837.5,29856.25,29836.5,29844.75,0.4971,29846.5,0.5202,29845.5,0.4863,29846.5,0.4589,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,19,402,M5,2026-07-03 10:34:58,2026-07-03 09:34:58,2026-07-03 08:34:58,2026-07-03 04:34:58,29844.0,29849.25,29834.25,29843.25,268.0,145.0,123.0,-22.0,-0.08209,13.0,11.0,143,123.0,145.0,-22.0,10.0,16.0,AVAILABLE,-0.75,0.6,SELL_WITH_RESULT,18,29840.0,29855.0,29836.5,INSIDE_VALUE,29840.0,29854.75,29836.5,INSIDE_VALUE,28.25,0.0275,36.25,0.1869,0.8889,0.7833,12,29840.0,29853.0,29836.5,29842.25,0.6127,29843.5,0.6127,29842.25,0.4207,29843.5,0.4552,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,20,403,M5,2026-07-03 10:39:58,2026-07-03 09:39:58,2026-07-03 08:39:58,2026-07-03 04:39:58,29844.0,29866.0,29844.0,29865.5,318.0,122.0,196.0,74.0,0.232704,15.0,12.0,160,196.0,122.0,74.0,22.0,20.0,AVAILABLE,21.5,0.9773,BUY_WITH_RESULT,19,29840.0,29854.75,29836.5,ABOVE_VAH,29840.0,29855.75,29836.5,ABOVE_VAH,28.25,0.0968,36.25,0.1003,1.3858,0.2386,12,29840.0,29852.0,29836.5,29864.75,0.2775,29865.75,0.1272,29864.75,0.2817,29866.5,0.0915,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,21,404,M5,2026-07-03 10:44:49,2026-07-03 09:44:49,2026-07-03 08:44:49,2026-07-03 04:44:49,29865.25,29873.25,29858.75,29870.0,250.0,145.0,105.0,-40.0,-0.16,12.0,15.0,116,105.0,145.0,-40.0,8.0,26.0,AVAILABLE,4.75,0.7759,SELL_ABSORBED,20,29840.0,29855.75,29836.5,ABOVE_VAH,29840.0,29856.25,29835.75,ABOVE_VAH,32.25,0.5978,33.25,0.1397,0.9134,0.5,12,29840.0,29852.0,29836.5,29868.75,0.0231,,,29865.5,0.0385,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,22,405,M5,2026-07-03 10:49:57,2026-07-03 09:49:57,2026-07-03 08:49:57,2026-07-03 04:49:57,29870.5,29870.5,29832.0,29832.0,532.0,316.0,216.0,-100.0,-0.18797,19.0,12.0,250,216.0,316.0,-100.0,7.0,11.0,AVAILABLE,-38.5,0.0,SELL_WITH_RESULT,21,29840.0,29856.25,29835.75,BELOW_VAL,29851.25,29856.25,29835.75,BELOW_VAL,39.0,0.63,40.5,0.4019,2.5041,0.3052,12,29840.0,29854.25,29836.5,29831.25,0.086,29832.5,0.1935,,,29833.25,0.0629,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,23,406,M5,2026-07-03 10:54:55,2026-07-03 09:54:55,2026-07-03 08:54:55,2026-07-03 04:54:55,29833.0,29848.25,29831.25,29846.0,244.0,105.0,139.0,34.0,0.139344,10.0,10.0,133,139.0,105.0,34.0,10.0,8.0,AVAILABLE,13.0,0.8676,BUY_WITH_RESULT,22,29851.25,29856.25,29835.75,INSIDE_VALUE,29851.25,29856.25,29836.25,INSIDE_VALUE,41.25,0.2431,41.25,0.2201,1.1057,0.9559,12,29837.5,29855.0,29836.5,29844.75,0.5968,29846.75,0.6559,29844.75,0.5062,29846.25,0.5802,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,24,407,M5,2026-07-03 10:59:47,2026-07-03 09:59:47,2026-07-03 08:59:47,2026-07-03 04:59:47,29847.0,29856.0,29843.0,29848.5,133.0,51.0,82.0,31.0,0.233083,8.0,5.0,85,82.0,51.0,31.0,5.0,4.0,AVAILABLE,1.5,0.4231,BUY_WITH_RESULT,23,29851.25,29856.25,29836.25,INSIDE_VALUE,29851.25,29856.25,29836.5,INSIDE_VALUE,42.0,0.0031,42.0,0.0661,0.8189,0.4038,12,29840.0,29854.5,29836.5,29848.25,0.6613,29848.75,0.4946,29847.5,0.7927,29848.75,0.439,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,25,408,M5,2026-07-03 11:04:59,2026-07-03 10:04:59,2026-07-03 09:04:59,2026-07-03 05:04:59,29848.75,29849.25,29831.0,29837.25,241.0,127.0,114.0,-13.0,-0.053942,9.0,13.0,135,114.0,127.0,-13.0,10.0,15.0,AVAILABLE,-11.5,0.3425,SELL_WITH_RESULT,24,29851.25,29856.25,29836.5,INSIDE_VALUE,29840.0,29856.25,29836.25,INSIDE_VALUE,42.0,0.0549,42.0,0.0292,1.1496,0.3425,12,29840.0,29854.0,29836.5,29836.75,0.4516,29837.75,0.9032,29836.75,0.561,29837.75,0.8476,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,26,409,M5,2026-07-03 11:09:58,2026-07-03 10:09:58,2026-07-03 09:09:58,2026-07-03 05:09:58,29835.25,29842.75,29827.75,29840.25,255.0,125.0,130.0,5.0,0.019608,10.0,11.0,133,130.0,125.0,5.0,10.0,10.0,AVAILABLE,5.0,0.8333,BUY_WITH_RESULT,25,29840.0,29856.25,29836.25,INSIDE_VALUE,29840.0,29856.25,29835.5,INSIDE_VALUE,42.25,0.0736,42.25,0.0729,0.9091,0.7833,12,29840.0,29855.25,29836.5,29839.5,0.672,29840.5,0.6452,29839.5,0.7091,29840.5,0.6667,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,27,410,M5,2026-07-03 11:14:58,2026-07-03 10:14:58,2026-07-03 09:14:58,2026-07-03 05:14:58,29838.75,29878.0,29838.75,29877.25,347.0,134.0,213.0,79.0,0.227666,6.0,15.0,178,213.0,134.0,79.0,12.0,18.0,AVAILABLE,38.5,0.9809,BUY_WITH_RESULT,26,29840.0,29856.25,29835.5,ABOVE_VAH,29840.0,29856.25,29834.75,ABOVE_VAH,45.5,0.3401,45.5,0.0189,2.4724,0.1019,12,29840.0,29856.5,29835.25,29872.75,0.0376,,,29872.75,0.0562,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,28,411,M5,2026-07-03 11:19:51,2026-07-03 10:19:51,2026-07-03 09:19:51,2026-07-03 05:19:51,29878.0,29885.5,29866.5,29879.75,664.0,338.0,326.0,-12.0,-0.018072,18.0,19.0,233,326.0,338.0,-12.0,40.0,30.0,AVAILABLE,1.75,0.6974,SELL_ABSORBED,27,29840.0,29856.25,29834.75,ABOVE_VAH,29840.0,29856.5,29831.0,ABOVE_VAH,50.25,0.0635,50.25,0.2488,1.1515,0.6053,12,29840.0,29856.5,29832.5,29877.25,0.039,,,29877.25,0.0558,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,29,412,M5,2026-07-03 11:24:55,2026-07-03 10:24:55,2026-07-03 09:24:55,2026-07-03 05:24:55,29879.25,29892.75,29876.75,29889.0,336.0,120.0,216.0,96.0,0.285714,17.0,24.0,126,216.0,120.0,96.0,45.0,13.0,AVAILABLE,9.75,0.7656,BUY_WITH_RESULT,28,29840.0,29856.5,29831.0,ABOVE_VAH,29840.0,29857.5,29829.0,ABOVE_VAH,57.75,0.6751,57.75,0.2127,0.9209,0.5469,12,29840.0,29865.75,29830.75,29884.75,0.0506,,,29884.75,0.0655,,,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,30,413,M5,2026-07-03 11:29:53,2026-07-03 10:29:53,2026-07-03 09:29:53,2026-07-03 05:29:53,29887.25,29893.0,29875.25,29887.25,328.0,170.0,158.0,-12.0,-0.036585,16.0,17.0,159,158.0,170.0,-12.0,12.0,15.0,AVAILABLE,0.0,0.6761,SELL_ABSORBED,29,29840.0,29857.5,29829.0,ABOVE_VAH,29840.0,29859.25,29829.0,ABOVE_VAH,65.0,0.6512,65.0,0.2937,1.0758,0.9014,12,29840.0,29870.0,29830.75,29886.25,0.1019,29887.5,0.034,29886.25,0.1167,29887.5,0.0467,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,31,414,M5,2026-07-03 11:34:54,2026-07-03 10:34:54,2026-07-03 09:34:54,2026-07-03 05:34:54,29887.25,29897.25,29876.25,29877.75,388.0,198.0,190.0,-8.0,-0.020619,10.0,54.0,144,190.0,198.0,-8.0,27.0,33.0,AVAILABLE,-9.5,0.0714,SELL_WITH_RESULT,30,29840.0,29859.25,29829.0,ABOVE_VAH,29840.0,29861.0,29829.0,ABOVE_VAH,65.25,0.5923,65.25,0.2947,1.2086,0.7976,12,29885.0,29887.5,29845.0,29877.25,0.1115,29878.75,0.2937,29877.25,0.1801,29878.75,0.5441,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,32,415,M5,2026-07-03 11:39:58,2026-07-03 10:39:58,2026-07-03 09:39:58,2026-07-03 05:39:58,29877.5,29883.75,29870.75,29873.75,199.0,117.0,82.0,-35.0,-0.175879,12.0,7.0,99,82.0,117.0,-35.0,8.0,26.0,AVAILABLE,-3.75,0.2308,SELL_WITH_RESULT,31,29840.0,29861.0,29829.0,ABOVE_VAH,29840.0,29861.75,29829.0,ABOVE_VAH,69.5,0.6538,69.5,0.2181,0.7222,0.5769,12,29893.0,29893.0,29850.5,29873.25,0.207,29874.0,0.1579,29873.25,0.4007,29874.0,0.2671,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,33,416,M5,2026-07-03 11:44:59,2026-07-03 10:44:59,2026-07-03 09:44:59,2026-07-03 05:44:59,29874.75,29900.25,29870.0,29895.75,261.0,75.0,186.0,111.0,0.425287,6.0,29.0,101,186.0,75.0,111.0,34.0,16.0,AVAILABLE,21.0,0.8512,BUY_WITH_RESULT,32,29840.0,29861.75,29829.0,ABOVE_VAH,29840.0,29863.0,29829.0,ABOVE_VAH,58.5,0.5344,69.5,0.0618,1.741,0.4298,12,29893.0,29897.0,29851.5,29895.25,0.0421,29896.25,0.0175,29895.25,0.0949,29896.25,0.062,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,34,417,M5,2026-07-03 11:49:58,2026-07-03 10:49:58,2026-07-03 09:49:58,2026-07-03 05:49:58,29895.75,29899.0,29875.0,29879.5,380.0,232.0,148.0,-84.0,-0.221053,25.0,33.0,139,148.0,232.0,-84.0,17.0,30.0,AVAILABLE,-16.25,0.1875,SELL_WITH_RESULT,33,29840.0,29863.0,29829.0,ABOVE_VAH,29840.0,29865.75,29829.0,ABOVE_VAH,33.75,0.3679,72.5,0.1626,1.3333,1.0,12,29893.0,29898.0,29851.0,29879.25,0.532,29880.5,0.266,29879.25,0.9225,29880.5,0.6479,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,35,418,M5,2026-07-03 11:54:59,2026-07-03 10:54:59,2026-07-03 09:54:59,2026-07-03 05:54:59,29880.0,29883.25,29869.75,29874.25,192.0,93.0,99.0,6.0,0.03125,9.0,29.0,88,99.0,93.0,6.0,10.0,11.0,AVAILABLE,-5.75,0.3333,BUY_ABSORBED,34,29840.0,29865.75,29829.0,ABOVE_VAH,29840.0,29867.5,29829.0,ABOVE_VAH,30.25,0.004,72.5,0.3523,0.75,0.6111,12,29893.0,29898.0,29867.5,29874.0,0.404,29874.5,0.2694,29874.0,0.8235,29874.5,0.6985,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,36,419,M5,2026-07-03 11:59:57,2026-07-03 10:59:57,2026-07-03 09:59:57,2026-07-03 05:59:57,29874.25,29878.5,29867.75,29870.5,139.0,69.0,70.0,1.0,0.007194,7.0,23.0,80,70.0,69.0,1.0,10.0,9.0,AVAILABLE,-3.75,0.2558,BUY_ABSORBED,35,29840.0,29867.5,29829.0,ABOVE_VAH,29840.0,29868.0,29829.0,ABOVE_VAH,30.5,0.2281,72.5,0.2211,0.5972,0.814,12,29893.0,29894.0,29869.5,29870.25,0.3468,29871.5,0.1481,29870.25,0.6082,29871.0,0.4216,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
DUAL_SESSION_AUCTION_STATE_LEDGER_NO_TRADES,LONDON,2026-07-03,37,420,M5,2026-07-03 12:04:42,2026-07-03 11:04:42,2026-07-03 10:04:42,2026-07-03 06:04:42,29869.75,29870.25,29856.0,29870.0,183.0,109.0,74.0,-35.0,-0.191257,7.0,12.0,89,74.0,109.0,-35.0,7.0,19.0,AVAILABLE,0.25,0.9825,SELL_ABSORBED,36,29840.0,29868.0,29829.0,ABOVE_VAH,29840.0,29870.0,29831.75,INSIDE_VALUE,32.5,0.2757,72.5,0.173,0.7917,0.1754,12,29893.0,29894.0,29870.75,29869.75,0.2525,29870.25,0.4175,29869.75,0.5251,29870.25,0.6911,CANDLE_FOOTPRINT|CUMULATIVE_TRADES,False,False
